WKT,nama,deskripsi
"POLYGON ((106.8230178 -6.1797514, 106.8237044 -6.1803701, 106.8309142 -6.1801781, 106.8311503 -6.1800074, 106.8310001 -6.1793674, 106.8304422 -6.1789194, 106.8307426 -6.1784074, 106.8299272 -6.1777034, 106.8299915 -6.1741408, 106.8298199 -6.1735221, 106.8291761 -6.1730315, 106.8292834 -6.1718582, 106.8290045 -6.1715168, 106.8237044 -6.1714315, 106.8233397 -6.1715808, 106.8230178 -6.1797514))",Taman Monas Jakarta,
