WKT,nama,deskripsi
"POLYGON ((106.8539147 -6.2420309, 106.853169 -6.2410284, 106.8530027 -6.2403565, 106.8529598 -6.2394926, 106.852992 -6.2392686, 106.8534802 -6.2376848, 106.8535928 -6.2368742, 106.8535499 -6.2357437, 106.8532978 -6.2346825, 106.8528686 -6.2347518, 106.8527023 -6.233744, 106.8525575 -6.2334666, 106.8513129 -6.2334453, 106.8513022 -6.2329867, 106.8509213 -6.2327787, 106.8506585 -6.2333067, 106.8506853 -6.2339253, 106.8508784 -6.2344639, 106.8516723 -6.2350238, 106.8524556 -6.2356157, 106.8526058 -6.2360263, 106.8526272 -6.2364103, 106.8516938 -6.2398925, 106.8518279 -6.2401805, 106.852697 -6.2421162, 106.8539147 -6.2420309))",Tebet Echo Park,
