WKT,nama,deskripsi
"POLYGON ((106.8192865 -6.3174261, 106.8248226 -6.31781, 106.8258097 -6.3113264, 106.8266251 -6.3113264, 106.8270971 -6.3086391, 106.8247368 -6.3084259, 106.8246939 -6.3064637, 106.8228485 -6.3062931, 106.8224623 -6.3068049, 106.8206169 -6.3065917, 106.8206598 -6.3056532, 106.8159391 -6.3048854, 106.816025 -6.3060371, 106.8167116 -6.3071888, 106.815982 -6.3079566, 106.8156387 -6.3097908, 106.8162395 -6.3106866, 106.8174412 -6.310516, 106.8175699 -6.3146535, 106.8161966 -6.3150801, 106.8162825 -6.3161891, 106.8182566 -6.3164024, 106.8192865 -6.3174261))",Kebun Bintang Ragunan,
