WKT,nama,deskripsi
"POLYGON ((106.7982352 -6.2152784, 106.798321 -6.220398, 106.8030631 -6.2225738, 106.8048227 -6.2247069, 106.8090284 -6.2218485, 106.8084705 -6.2211232, 106.8084705 -6.2156624, 106.8063032 -6.2155557, 106.8063247 -6.212612, 106.7982137 -6.2145745, 106.7982352 -6.2152784))",Gelora Bung Karno,
