WKT,nama,deskripsi
"POLYGON ((106.8820731 -6.2952002, 106.8844442 -6.3024304, 106.884809 -6.3028463, 106.8873839 -6.3047551, 106.8958489 -6.3069199, 106.8981342 -6.3079117, 106.9010095 -6.3099804, 106.901664 -6.3105989, 106.9038848 -6.3110468, 106.9059018 -6.3043499, 106.9059018 -6.2997004, 106.8972544 -6.2991672, 106.8909888 -6.2968851, 106.8902914 -6.2962026, 106.8893794 -6.2947629, 106.8842189 -6.2949762, 106.8820731 -6.2952002))",Taman Mini Indonesia Indah ,
